text,label
They recommend the weather.,clean
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
christians deserve to die.,hate_speech
muslims ruin everything.,hate_speech
"I hate immigrants, they ruin everything.",hate_speech
That was a assholeing disaster.,profanity
LMAO UR TRASH LMAO UR TRASH,spam_toxic
UR SO BAD HAHAHA UR SO BAD HAHAHA,spam_toxic
Are you damning kidding me?,profanity
They will visit that book.,clean
hahaha SPAM SPAM SPAM,spam_toxic
You're nothing but a ugly piece of trash.,abuse
He's a complete crap.,profanity
You heard about that book.,clean
All immigrants are animals.,hate_speech
We need to get rid of men.,hate_speech
"Such terrorists, typical of whites.",hate_speech
The Food is really amazing.,clean
Your family should jump off a bridge.,abuse
git gud trash x100,spam_toxic
The Food is really amazing.,clean
We need to get rid of hispanics.,hate_speech
immigrants should be deported.,hate_speech
cry more kid!!!,spam_toxic
"I hate christians, they should be deported.",hate_speech
Shut up you absolute idiot.,abuse
christians should be killed.,hate_speech
What the crap is this?,profanity
Just my bullshit luck.,profanity
Just my damn luck.,profanity
blacks belong in jail.,hate_speech
This New Song is really beautiful.,clean
He's a complete crap.,profanity
UR SO BAD HAHAHA!!!,spam_toxic
You are a complete loser.,abuse
uninstall the game!!!,spam_toxic
This guy should jump off a bridge.,abuse
ez pz get rekt!!!,spam_toxic
cry more kid cry more kid,spam_toxic
cry more kid x100,spam_toxic
All blacks are animals.,hate_speech
What the asshole is this?,profanity
NOOB NOOB NOOB NOOB NOOB NOOB,spam_toxic
You're nothing but a loser.,abuse
I don't give a fucking.,profanity
The Movie is really helpful.,clean
Working Here is really nice.,clean
Nobody likes Your mom.,abuse
"Such parasites, typical of gays.",hate_speech
My friend will visit the movie.,clean
Holy crappy!,profanity
Shut up you absolute moron.,abuse
ez pz get rekt x100,spam_toxic
This Place is really interesting.,clean
All women are invaders.,hate_speech
Everyone love the food.,clean
"I hate immigrants, they are inferior.",hate_speech
ez pz get rekt ez pz get rekt,spam_toxic
Everyone learned this new song.,clean
The New Update is really nice.,clean
Working Here is really okay.,clean
All christians are parasites.,hate_speech
LMAO UR TRASH x100,spam_toxic
jews deserve to die.,hate_speech
hahaha ez pz get rekt,spam_toxic
christians should be killed.,hate_speech
"Such inferiors, typical of hispanics.",hate_speech
ez pz get rekt!!!,spam_toxic
christians should be killed.,hate_speech
"I hate whites, they should be deported.",hate_speech
This bullshit is broken.,profanity
"Go kill yourself, The OP!",abuse
hahaha UR SO BAD HAHAHA,spam_toxic
cry more kid x100,spam_toxic
That was a fuckinging disaster.,profanity
KYS x100,spam_toxic
All whites are terrorists.,hate_speech
That was a fucking disaster.,profanity
This guy should jump off a bridge.,abuse
That was a motherfuckering disaster.,profanity
Nobody likes The OP.,abuse
Holy damn!,profanity
He went to the new update.,clean
LMAO UR TRASH LMAO UR TRASH,spam_toxic
This Place is really good.,clean
This is bullshit.,profanity
I hope She dies.,abuse
Your mom should jump off a bridge.,abuse
That was a damning disaster.,profanity
hahaha git gud trash,spam_toxic
uninstall the game lmaooo,spam_toxic
"Go kill yourself, Your mom!",abuse
That Book is really informative.,clean
This guy should jump off a bridge.,abuse
All immigrants are inferiors.,hate_speech
Are you crappying kidding me?,profanity
This Place is really good.,clean
I am so bullshiting tired.,profanity
That Book is really beautiful.,clean
KYS KYS,spam_toxic
hahaha KYS,spam_toxic
This is motherfucker.,profanity
She should jump off a bridge.,abuse
She think about that book.,clean
Nobody likes Your family.,abuse
Working Here is really good.,clean
That was a fuckinging disaster.,profanity
SPAM SPAM SPAM lmaooo,spam_toxic
This is asshole.,profanity
This crap is broken.,profanity
You're nothing but a dumbass.,abuse
All muslims are terrorists.,hate_speech
You're nothing but a pathetic joke.,abuse
I am so craping tired.,profanity
I don't give a motherfucker.,profanity
Are you shiting kidding me?,profanity
All blacks are inferiors.,hate_speech
hahaha git gud trash,spam_toxic
They enjoy the weather.,clean
uninstall the game lmaooo,spam_toxic
I hope She dies.,abuse
I hope This guy dies.,abuse
I am so crappying tired.,profanity
KYS lmaooo,spam_toxic
Holy bullshit!,profanity
This is fucking.,profanity
You're nothing but a loser.,abuse
This is crap.,profanity
"I hate hispanics, they are inferior.",hate_speech
LMAO UR TRASH x100,spam_toxic
That Book is really helpful.,clean
I hope The OP dies.,abuse
"I hate muslims, they are inferior.",hate_speech
This shit is broken.,profanity
We need to get rid of immigrants.,hate_speech
He think about working here.,clean
git gud trash!!!,spam_toxic
He are a complete moron.,abuse
This is motherfucker.,profanity
You will visit working here.,clean
Nobody likes The author.,abuse
Are you bullshiting kidding me?,profanity
LMAO UR TRASH x100,spam_toxic
Just my crap luck.,profanity
I am so craping tired.,profanity
"I hate men, they should be killed.",hate_speech
He's a complete bullshit.,profanity
uninstall the game x100,spam_toxic
We need to get rid of asians.,hate_speech
You're nothing but a ugly piece of trash.,abuse
"Such terrorists, typical of jews.",hate_speech
"Go kill yourself, Your family!",abuse
Shut up you absolute coward.,abuse
hahaha cry more kid,spam_toxic
My friend like the movie.,clean
That was a fuckinging disaster.,profanity
hahaha git gud trash,spam_toxic
We need to get rid of immigrants.,hate_speech
uninstall the game lmaooo,spam_toxic
The company think about the food.,clean
SPAM SPAM SPAM!!!,spam_toxic
ez pz get rekt x100,spam_toxic
ez pz get rekt x100,spam_toxic
LMAO UR TRASH x100,spam_toxic
asians are a disease.,hate_speech
Just my bitch luck.,profanity
Shut up you absolute ugly piece of trash.,abuse
The company enjoy the food.,clean
I don't give a bitch.,profanity
We need to get rid of whites.,hate_speech
Holy motherfucker!,profanity
I hope He dies.,abuse
ez pz get rekt lmaooo,spam_toxic
You are a complete retard.,abuse
uninstall the game lmaooo,spam_toxic
You're nothing but a idiot.,abuse
hahaha ez pz get rekt,spam_toxic
Shut up you absolute loser.,abuse
whites should be deported.,hate_speech
We need to get rid of asians.,hate_speech
All men are animals.,hate_speech
NOOB NOOB NOOB x100,spam_toxic
jews deserve to die.,hate_speech
Working Here is really interesting.,clean
Shut up you absolute ugly piece of trash.,abuse
He's a complete motherfucker.,profanity
All whites are inferiors.,hate_speech
I like the food.,clean
"Go kill yourself, She!",abuse
hahaha cry more kid,spam_toxic
Shut up you absolute ugly piece of trash.,abuse
This damn is broken.,profanity
The Movie is really awesome.,clean
"I hate christians, they are a disease.",hate_speech
Shut up you absolute moron.,abuse
What the crappy is this?,profanity
Nobody likes Your mom.,abuse
We need to get rid of christians.,hate_speech
Nobody likes He.,abuse
We need to get rid of women.,hate_speech
The author should jump off a bridge.,abuse
Your family are a complete moron.,abuse
This Place is really interesting.,clean
uninstall the game uninstall the game,spam_toxic
whites are inferior.,hate_speech
The New Update is really beautiful.,clean
Just my fuck luck.,profanity
Holy fuck!,profanity
This is crap.,profanity
This bullshit is broken.,profanity
asians are a disease.,hate_speech
You're nothing but a retard.,abuse
hahaha uninstall the game,spam_toxic
whites ruin everything.,hate_speech
"Go kill yourself, He!",abuse
He went to working here.,clean
He think about the food.,clean
Working Here is really awesome.,clean
This shit is broken.,profanity
This crap is broken.,profanity
Just my motherfucker luck.,profanity
We saw the match.,clean
cry more kid x100,spam_toxic
That was a bitching disaster.,profanity
The author are a complete retard.,abuse
The team learned this place.,clean
We need to get rid of jews.,hate_speech
I don't give a crappy.,profanity
I hope Your mom dies.,abuse
Shut up you absolute failure.,abuse
Working Here is really great.,clean
He's a complete asshole.,profanity
"Such freaks, typical of whites.",hate_speech
All blacks are trash.,hate_speech
"I hate gays, they are inferior.",hate_speech
You're nothing but a loser.,abuse
That Book is really great.,clean
My friend heard about working here.,clean
"I hate muslims, they are inferior.",hate_speech
NOOB NOOB NOOB!!!,spam_toxic
Your mom should jump off a bridge.,abuse
Your mom are a complete moron.,abuse
All hispanics are scum.,hate_speech
I don't give a bullshit.,profanity
I hope This guy dies.,abuse
uninstall the game x100,spam_toxic
We need to get rid of asians.,hate_speech
hahaha ez pz get rekt,spam_toxic
ez pz get rekt x100,spam_toxic
You're nothing but a ugly piece of trash.,abuse
I hope Your mom dies.,abuse
Your mom should jump off a bridge.,abuse
I hope Your mom dies.,abuse
That Book is really helpful.,clean
They love this place.,clean
Just my shit luck.,profanity
We need to get rid of jews.,hate_speech
Just my bullshit luck.,profanity
He's a complete bitch.,profanity
KYS x100,spam_toxic
NOOB NOOB NOOB x100,spam_toxic
LMAO UR TRASH x100,spam_toxic
This Place is really awesome.,clean
"I hate blacks, they are inferior.",hate_speech
I don't give a motherfucker.,profanity
They love that book.,clean
gays should be deported.,hate_speech
blacks are inferior.,hate_speech
This New Song is really good.,clean
cry more kid!!!,spam_toxic
I don't give a damn.,profanity
Nobody likes She.,abuse
The OP should jump off a bridge.,abuse
This bitch is broken.,profanity
"Go kill yourself, She!",abuse
Shut up you absolute loser.,abuse
Holy crap!,profanity
The Weather is really nice.,clean
The company recommend this new song.,clean
All women are inferiors.,hate_speech
This is bitch.,profanity
My friend went to the movie.,clean
I will visit the food.,clean
KYS!!!,spam_toxic
Your mom are a complete retard.,abuse
The Food is really beautiful.,clean
What the crap is this?,profanity
hahaha uninstall the game,spam_toxic
The OP are a complete failure.,abuse
cry more kid!!!,spam_toxic
git gud trash!!!,spam_toxic
Shut up you absolute ugly piece of trash.,abuse
christians deserve to die.,hate_speech
We need to get rid of women.,hate_speech
They went to the food.,clean
hahaha ez pz get rekt,spam_toxic
This asshole is broken.,profanity
That was a motherfuckering disaster.,profanity
All hispanics are animals.,hate_speech
He's a complete bitch.,profanity
cry more kid cry more kid,spam_toxic
Shut up you absolute idiot.,abuse
I am so damning tired.,profanity
Are you fucking kidding me?,profanity
The company think about the food.,clean
You're nothing but a failure.,abuse
You should jump off a bridge.,abuse
What the bitch is this?,profanity
This Place is really great.,clean
Shut up you absolute loser.,abuse
You're nothing but a dumbass.,abuse
"Go kill yourself, The OP!",abuse
Everyone went to the new update.,clean
jews are a disease.,hate_speech
All whites are scum.,hate_speech
"Go kill yourself, The OP!",abuse
Shut up you absolute moron.,abuse
"Such inferiors, typical of men.",hate_speech
You're nothing but a pathetic joke.,abuse
We need to get rid of gays.,hate_speech
KYS!!!,spam_toxic
SPAM SPAM SPAM SPAM SPAM SPAM,spam_toxic
We need to get rid of women.,hate_speech
NOOB NOOB NOOB x100,spam_toxic
ez pz get rekt!!!,spam_toxic
He's a complete bullshit.,profanity
She are a complete failure.,abuse
The Weather is really great.,clean
I hope The OP dies.,abuse
What the crappy is this?,profanity
You're nothing but a dumbass.,abuse
I am so damning tired.,profanity
cry more kid lmaooo,spam_toxic
SPAM SPAM SPAM x100,spam_toxic
Everyone love that book.,clean
ez pz get rekt x100,spam_toxic
This guy should jump off a bridge.,abuse
uninstall the game lmaooo,spam_toxic
"Go kill yourself, You!",abuse
"Go kill yourself, She!",abuse
This fucking is broken.,profanity
I don't give a crappy.,profanity
We need to get rid of gays.,hate_speech
Shut up you absolute retard.,abuse
All whites are animals.,hate_speech
I went to working here.,clean
"I hate whites, they should be deported.",hate_speech
The Food is really nice.,clean
The Match is really beautiful.,clean
You're nothing but a moron.,abuse
immigrants are a disease.,hate_speech
"Go kill yourself, Your family!",abuse
All women are invaders.,hate_speech
She will visit working here.,clean
I learned the new update.,clean
This is crap.,profanity
The Movie is really okay.,clean
The Weather is really helpful.,clean
We need to get rid of gays.,hate_speech
Everyone will visit the movie.,clean
Are you crappying kidding me?,profanity
"Such inferiors, typical of christians.",hate_speech
He's a complete bullshit.,profanity
That was a shiting disaster.,profanity
Working Here is really informative.,clean
LMAO UR TRASH lmaooo,spam_toxic
"Such trash, typical of gays.",hate_speech
We need to get rid of blacks.,hate_speech
All jews are animals.,hate_speech
git gud trash git gud trash,spam_toxic
They enjoy the movie.,clean
ez pz get rekt lmaooo,spam_toxic
"Go kill yourself, This guy!",abuse
uninstall the game lmaooo,spam_toxic
women belong in jail.,hate_speech
This New Song is really awesome.,clean
I don't give a fucking.,profanity
You're nothing but a failure.,abuse
He are a complete ugly piece of trash.,abuse
Nobody likes You.,abuse
Nobody likes Your family.,abuse
SPAM SPAM SPAM x100,spam_toxic
asians ruin everything.,hate_speech
Holy crap!,profanity
ez pz get rekt ez pz get rekt,spam_toxic
The Food is really awesome.,clean
This is fucking.,profanity
"Such parasites, typical of men.",hate_speech
NOOB NOOB NOOB x100,spam_toxic
He recommend the movie.,clean
He's a complete crap.,profanity
Are you crappying kidding me?,profanity
hahaha NOOB NOOB NOOB,spam_toxic
We need to get rid of whites.,hate_speech
"Such inferiors, typical of hispanics.",hate_speech
